company_id,type,rule_id,text,confidence_pct
81,Pro,P10,ROE is improving over three consecutive years,75
81,Pro,P12,Assets are growing while borrowings decline,72
81,Con,C12,Revenue CAGR is below 5%,80
82,Pro,P02,Free cash flow is positive across the recent five years,85
82,Pro,P07,Interest coverage exceeds 10 or the company is debt free,88
82,Pro,P08,Dividend is supported by positive free cash flow,75
82,Pro,P10,ROE is improving over three consecutive years,75
82,Pro,P12,Assets are growing while borrowings decline,72
82,Con,C03,Operating margin is declining,75
82,Con,C12,Revenue CAGR is below 5%,80
83,Pro,P02,Free cash flow is positive across the recent five years,85
83,Pro,P07,Interest coverage exceeds 10 or the company is debt free,88
83,Pro,P08,Dividend is supported by positive free cash flow,75
83,Pro,P10,ROE is improving over three consecutive years,75
83,Pro,P12,Assets are growing while borrowings decline,72
83,Con,C03,Operating margin is declining,75
83,Con,C12,Revenue CAGR is below 5%,80
84,Pro,P02,Free cash flow is positive across the recent five years,85
84,Pro,P07,Interest coverage exceeds 10 or the company is debt free,88
84,Pro,P08,Dividend is supported by positive free cash flow,75
84,Pro,P10,ROE is improving over three consecutive years,75
84,Pro,P12,Assets are growing while borrowings decline,72
84,Con,C03,Operating margin is declining,75
84,Con,C12,Revenue CAGR is below 5%,80
85,Pro,P02,Free cash flow is positive across the recent five years,85
85,Pro,P07,Interest coverage exceeds 10 or the company is debt free,88
85,Pro,P08,Dividend is supported by positive free cash flow,75
85,Pro,P10,ROE is improving over three consecutive years,75
85,Pro,P12,Assets are growing while borrowings decline,72
85,Con,C03,Operating margin is declining,75
85,Con,C12,Revenue CAGR is below 5%,80
86,Pro,P02,Free cash flow is positive across the recent five years,85
86,Pro,P07,Interest coverage exceeds 10 or the company is debt free,88
86,Pro,P08,Dividend is supported by positive free cash flow,75
86,Pro,P10,ROE is improving over three consecutive years,75
86,Pro,P12,Assets are growing while borrowings decline,72
86,Con,C03,Operating margin is declining,75
86,Con,C12,Revenue CAGR is below 5%,80
87,Pro,P02,Free cash flow is positive across the recent five years,85
87,Pro,P07,Interest coverage exceeds 10 or the company is debt free,88
87,Pro,P08,Dividend is supported by positive free cash flow,75
87,Pro,P10,ROE is improving over three consecutive years,75
87,Pro,P12,Assets are growing while borrowings decline,72
87,Con,C12,Revenue CAGR is below 5%,80
88,Pro,P02,Free cash flow is positive across the recent five years,85
88,Pro,P07,Interest coverage exceeds 10 or the company is debt free,88
88,Pro,P08,Dividend is supported by positive free cash flow,75
88,Pro,P10,ROE is improving over three consecutive years,75
88,Pro,P12,Assets are growing while borrowings decline,72
88,Con,C03,Operating margin is declining,75
88,Con,C12,Revenue CAGR is below 5%,80
89,Pro,P02,Free cash flow is positive across the recent five years,85
89,Pro,P07,Interest coverage exceeds 10 or the company is debt free,88
89,Pro,P08,Dividend is supported by positive free cash flow,75
89,Pro,P10,ROE is improving over three consecutive years,75
89,Pro,P12,Assets are growing while borrowings decline,72
89,Con,C03,Operating margin is declining,75
89,Con,C12,Revenue CAGR is below 5%,80
90,Pro,P02,Free cash flow is positive across the recent five years,85
90,Pro,P07,Interest coverage exceeds 10 or the company is debt free,88
90,Pro,P08,Dividend is supported by positive free cash flow,75
90,Pro,P10,ROE is improving over three consecutive years,75
90,Pro,P12,Assets are growing while borrowings decline,72
90,Con,C03,Operating margin is declining,75
90,Con,C12,Revenue CAGR is below 5%,80
91,Pro,P02,Free cash flow is positive across the recent five years,85
91,Pro,P07,Interest coverage exceeds 10 or the company is debt free,88
91,Pro,P08,Dividend is supported by positive free cash flow,75
91,Pro,P10,ROE is improving over three consecutive years,75
91,Pro,P12,Assets are growing while borrowings decline,72
91,Con,C03,Operating margin is declining,75
91,Con,C12,Revenue CAGR is below 5%,80
92,Pro,P02,Free cash flow is positive across the recent five years,85
92,Pro,P07,Interest coverage exceeds 10 or the company is debt free,88
92,Pro,P08,Dividend is supported by positive free cash flow,75
92,Pro,P10,ROE is improving over three consecutive years,75
92,Pro,P12,Assets are growing while borrowings decline,72
92,Con,C03,Operating margin is declining,75
92,Con,C12,Revenue CAGR is below 5%,80
